iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country,city,country
UNI,-61,13.5,VC,Union Island International Airport,NA,airport,medium,-4,TVSU,Union Island,Saint Vincent and the Grenadines,Union Island,St. Vincent und die Grenadinen
BQU,-61.264168,12.986667,VC,J F Mitchell Airport,NA,airport,medium,-4,TVSB,Bequia,Saint Vincent and the Grenadines,Bequia,St. Vincent und die Grenadinen
VIJ,-64.427734,18.45027,VG,Virgin Gorda Airport,NA,airport,small,-4,TUPW,Spanish Town,British Virgin Islands,Spanish Town,Britische Jungferninseln
NEV,-62.5925,17.205,KN,Vance Winkworth Amory International Airport,NA,airport,medium,-4,TKPN,Charlestown,Saint Kitts and Nevis,Charlestown,St. Kitts und Nevis
BBR,-61.739445,16.01639,GP,Baillif Airport,NA,airport,small,-4,TFFB,Basse Terre,Guadeloupe,Basse Terre,Guadeloupe
DSD,-61.016666,16.333332,GP,La Désirade Airport,NA,airport,small,-4,TFFA,Grande Anse,Guadeloupe,Grande Anse,Guadeloupe
VIG,-71.65,8.633333,VE,Juan Pablo Pérez Alfonso Airport,SA,airport,medium,-4,SVVG,El Vigía,Venezuela,El Vigía,Venezuela
MDO,-146.3,59.453056,UY,El Jaguel / Punta del Este Airport,SA,airport,small,-4,SUPE,Maldonado,Uruguay,Maldonado,Uruguay
SRA,-54.483334,-27.866667,BR,Santa Rosa Airport,SA,airport,small,-3,SSZR,Santa Rosa,Brazil,Santa Rosa,Brasilien
HUU,-76.21667,-9.866667,PE,Alferez Fap David Figueroa Fernandini Airport,SA,airport,medium,-5,SPNC,Huánuco,Peru,Huánuco,Peru
LHC,,,US,Caballococha Airport,NA,closed,null,-5,SPBC,Caballococha,Peru,Caballococha,Peru
SRJ,-66.833336,-14.816667,BO,Capitán Av. German Quiroga G. Airport,SA,airport,small,-4,SLSB,San Borja,Bolivia,San Borja,Bolivien
RIB,-66.093056,-11.006944,BO,Capitán Av. Selin Zeitun Lopez Airport,SA,airport,small,-4,SLRI,Riberalta,Bolivia,Riberalta,Bolivien
GYA,-65.361664,-10.83,BO,Capitán de Av. Emilio Beltrán Airport,SA,airport,small,-4,SLGY,Guayaramerín,Bolivia,Guayaramerín,Bolivien
PDA,-67.88333,3.883333,CO,Obando Airport,SA,airport,medium,-5,SKPD,Puerto Inírida,Colombia,Puerto Inírida,Kolumbien
NQU,-77.28333,5.7,CO,Reyes Murillo Airport,SA,airport,small,-5,SKNQ,Nuquí,Colombia,Nuquí,Kolumbien
LPD,-69.71667,-1.3,CO,La Pedrera Airport,SA,airport,small,-5,SKLP,La Pedrera,Colombia,La Pedrera,Kolumbien
LQM,-74.583336,-0.3,CO,Caucaya Airport,SA,airport,small,-5,SKLG,Puerto Leguízamo,Colombia,Puerto Leguízamo,Kolumbien
GLJ,,,CO,La Jagua Airport,SA,airport,small,-5,SKGZ,Garzón,Colombia,Garzón,Kolumbien
CRC,-75.933334,4.766667,CO,Santa Ana Airport,SA,airport,medium,-5,SKGO,Cartago,Colombia,Cartago,Kolumbien
PSY,-57.85,-51.7,FK,Stanley Airport,SA,airport,medium,-4,SFAL,Stanley,Falkland Islands,Stanley,Falkland-Inseln
LOH,-79.37361,-3.993611,EC,Camilo Ponce Enriquez Airport,SA,airport,small,-5,SETM,La Toma (Catamayo),Ecuador,La Toma (Catamayo),Ecuador
SCY,-89.433334,-0.833333,EC,San Cristóbal Airport,SA,airport,small,-6,SEST,San Cristóbal,Ecuador,San Cristóbal,Ecuador
SOD,-47.45,-23.483334,BR,Sorocaba Airport,SA,airport,small,-3,SDCO,Sorocaba,Brazil,Sorocaba,Brasilien
ESR,-69.76528,-26.315277,CL,Ricardo García Posada Airport,SA,airport,medium,-4,SCES,El Salvador,Chile,El Salvador,Chile
VDC,-40.86667,-14.883333,BR,Vitória da Conquista Airport,SA,airport,medium,-3,SBQV,Vitória Da Conquista,Brazil,Vitória da Conquista,Brasilien
MII,-49.933334,-22.2,BR,Marília Airport,SA,airport,medium,-3,SBML,Marília,Brazil,Marília,Brasilien
MEA,-41.76405,-22.341843,BR,Macaé Airport,SA,airport,medium,-3,SBME,Macaé,Brazil,Macaé,Brasilien
NEC,-58.75,-38.566666,AR,Necochea Airport,SA,airport,medium,-3,SAZO,Necochea,Argentina,Necochea,Argentinien
ING,-72.666664,-50.583332,AR,Lago Argentino Airport,SA,airport,small,-3,SAWA,El Calafate,Argentina,El Calafate,Argentinien
RXS,122.74882,11.60066,PH,Roxas Airport,AS,airport,medium,8,RPVR,Roxas City,Philippines,Roxas City,Philippinen
CYP,124.54305,12.075833,PH,Calbayog Airport,AS,airport,medium,8,RPVC,Calbayog City,Philippines,Calbayog City,Philippinen
VRC,124.2,13.583333,PH,Virac Airport,AS,airport,medium,8,RPUV,Virac,Philippines,Virac,Philippinen
TUG,121.73167,17.641111,PH,Tuguegarao Airport,AS,airport,medium,8,RPUT,Tuguegarao,Philippines,Tuguegarao,Philippinen
SFE,120.3,16.6,PH,San Fernando Airport,AS,airport,medium,8,RPUS,San Fernando,Philippines,San Fernando,Philippinen
BSO,121.977776,20.453056,PH,Basco Airport,AS,airport,medium,8,RPUO,Basco,Philippines,Basco,Philippinen
WNP,123.27,13.587222,PH,Naga Airport,AS,airport,medium,8,RPUN,Naga,Philippines,Naga,Philippinen
TDG,126.00833,9.5,PH,Tandag Airport,AS,airport,medium,8,RPMW,Tandag,Philippines,Tandag,Philippinen
SUG,125.479164,9.758889,PH,Surigao Airport,AS,airport,medium,8,RPMS,Sangley Point,Philippines,Sangley Point,Philippinen
SGS,119.74433,5.04455,PH,Sanga Sanga Airport,AS,airport,medium,8,RPMN,Sanga Sanga,Philippines,Sanga Sanga,Philippinen
GES,125.09583,6.057778,PH,General Santos International Airport,AS,airport,medium,8,RPMB,General Santos City,Philippines,General Santos City,Philippinen
SFS,120.26722,14.785556,PH,Subic Bay International Airport,AS,airport,medium,8,RPLB,Olongapo City,Philippines,Olongapo City,Philippinen
YNY,128.6,38.066666,KR,Yangyang International Airport,AS,airport,medium,9,RKNY,Sokcho / Gangneung,South Korea,Sokcho / Gangneung,Südkorea
DYR,177.75,64.73333,RU,Ugolny Airport,AS,airport,medium,12,UHMA,Anadyr,Russia,Anadyr,Russland
OHO,143.05,59.416668,RU,Okhotsk Airport,AS,airport,medium,11,UHOO,Okhotsk,Russia,Ochotskischen,Russland
UJE,165.66667,9.083333,MH,Ujae Atoll Airport,OC,airport,small,12,UJAP,Ujae Atoll,Marshall Islands,Ujae,Marshall-Inseln
MPW,37.451187,47.078846,UA,Mariupol International Airport,EU,airport,medium,2,UKCM,Mariupol International,Ukraine,Mariupol Internationale,Ukraine
VSG,39.333332,48.566666,UA,Luhansk International Airport,EU,airport,medium,2,UKCW,Lugansk,Ukraine,Lugansk,Ukraine
OZH,35.315834,47.8675,UA,Zaporizhzhia International Airport,EU,airport,medium,2,UKDE,Zaporozhye,Ukraine,Zaporozhye,Ukraine
KWG,33.216667,48.05,UA,Lozuvatka International Airport,EU,airport,medium,2,UKDR,Krivoy Rog,Ukraine,Kriwoj Rog,Ukraine
HRK,36.281185,49.92078,UA,Osnova International Airport,EU,airport,large,2,UKHH,Kharkov,Ukraine,Kharkov,Ukraine
IFO,24.707565,48.887535,UA,Ivano Frankivsk International Airport,EU,airport,medium,2,UKLI,Ivano-Frankivsk,Ukraine,Ivano-Frankivsk,Ukraine
CWC,25.966667,48.266666,UA,Chernivtsi International Airport,EU,airport,medium,2,UKLN,Chernovtsk,Ukraine,Chernovtsk,Ukraine
RWN,26.15,50.6,UA,Rivne International Airport,EU,airport,medium,2,UKLR,Rivne,Ukraine,Rivne,Ukraine
UDJ,22.273214,48.63762,UA,Uzhhorod International Airport,EU,airport,medium,2,UKLU,Uzhgorod,Ukraine,Uzhgorod,Ukraine
CSH,35.733334,65.02944,RU,Solovki Airport,EU,airport,small,4,ULAS,Solovetsky Islands,Russia,Solowezki-Inseln,Russland
CEE,38.066666,59.283333,RU,Cherepovets Airport,EU,airport,medium,4,ULBC,Cherepovets,Russia,Cherepovets,Russland
AMV,61.55,69.76667,RU,Amderma Airport,AS,airport,medium,4,ULDD,Amderma,Russia,Amderma,Russland
KSZ,46.7,61.233334,RU,Kotlas Airport,EU,airport,medium,4,ULKK,Kotlas,Russia,Kotlas,Russland
PES,34.333332,61.683334,RU,Petrozavodsk Airport,EU,airport,medium,4,ULPB,Petrozavodsk,Russia,Petrozavodsk,Russland
GNA,24.053905,53.6058,BY,Hrodno Airport,EU,airport,medium,3,UMMG,Hrodna,Belarus,Hrodna,Weißrussland
MVQ,30.133333,53.95,BY,Mogilev Airport,EU,airport,medium,3,UMOO,Mogilev,Belarus,Mogilev,Weißrussland
EIE,92.11667,58.466667,RU,Yeniseysk Airport,AS,airport,medium,8,UNII,Yeniseysk,Russia,Yeniseysk,Russland
KYZ,94.46667,51.7,RU,Kyzyl Airport,AS,airport,medium,8,UNKY,Kyzyl,Russia,Kyzyl,Russland
NOZ,87.166664,53.75,RU,Spichenkovo Airport,AS,airport,medium,8,UNWW,Novokuznetsk,Russia,Novokuznetsk,Russland
HTG,102.5,71.96667,RU,Khatanga Airport,AS,airport,medium,8,UOHH,Khatanga,Russia,Khatanga,Russland
IAA,86.63333,67.433334,RU,Igarka Airport,AS,airport,medium,8,UOII,Igarka,Russia,Igarka,Russland
GRV,45.75,43.333332,RU,Grozny Airport,EU,airport,large,4,URMG,Grozny,Russia,Grosny,Russland
NAL,43.7,43.533333,RU,Nalchik Airport,EU,airport,medium,4,URMN,Nalchik,Russia,Nalchik,Russland
OGZ,44.6,43.2,RU,Beslan Airport,EU,airport,medium,4,URMO,Beslan,Russia,Beslan,Russland
ESL,44.332966,46.370594,RU,Elista Airport,EU,airport,medium,4,URWI,Elista,Russia,Elista,Russland
WKK,-158.61111,59.27778,US,Aleknagik Airport,NA,airport,medium,-9,5A8,Aleknagik,United States,Aleknagik,Vereinigte Staaten
BKX,-96.81111,44.303333,US,Brookings Regional Airport,NA,airport,small,-6,BKX,Brookings,United States,Brookings,Vereinigte Staaten
BLF,-81.20805,37.295834,US,Mercer County Airport,NA,airport,medium,-5,BLF,Bluefield,United States,Bluefield,Vereinigte Staaten
EAR,-98.998886,40.728333,US,Kearney Municipal Airport,NA,airport,small,-6,EAR,Kearney,United States,Kearney,Vereinigte Staaten
GLH,-90.985,33.484444,US,Mid Delta Regional Airport,NA,airport,medium,-6,GLH,Greenville,United States,Greenville,Vereinigte Staaten
IFP,-114.55695,35.165634,US,Laughlin-Bullhead Intl,NA,airport,small,-7,IFP,Bullhead,United States,Bullhead,Vereinigte Staaten
IGM,-113.94,35.256668,US,Kingman Airport,NA,airport,small,-7,IGM,Kingman,United States,Kingman,Vereinigte Staaten
PSC,-119.1152,46.259094,US,Tri Cities Airport,NA,airport,medium,-8,PSC,Pasco,United States,Pasco,Vereinigte Staaten
KQA,,,US,Akutan Seaplane Base,NA,seaplanes,null,-9,KQA,Akutan,United States,Akutan,Vereinigte Staaten
SVC,-108.15389,32.631943,US,Grant County Airport,NA,airport,small,-7,SVC,Silver City,United States,Silver City,Vereinigte Staaten
LPS,-122.935555,48.482777,US,Lopez Island Airport,NA,airport,small,-8,S31,Lopez,United States,Lopez,Vereinigte Staaten
SLY,66.6,66.583336,RU,Salekhard Airport,AS,airport,medium,6,USDD,Salekhard,Russia,Salechard,Russland
HMA,69.09714,61.02613,RU,Khanty Mansiysk Airport,AS,airport,medium,6,USHH,Khanty-Mansiysk,Russia,Khanty-Mansiysk,Russland
NYA,65.60563,62.101074,RU,Nyagan Airport,AS,airport,medium,6,USHN,Nyagan,Russia,Nyagan,Russland
OVS,63.601887,61.33209,RU,Sovetsky Tyumenskaya Airport,AS,airport,medium,6,USHS,Sovetskiy,Russia,Sovetskiy,Russland
IJK,53.456528,56.83045,RU,Izhevsk Airport,EU,airport,medium,6,USII,Izhevsk,Russia,Izhevsk,Russland
KVX,49.35,58.5,RU,Pobedilovo Airport,EU,airport,medium,4,USKK,Kirov,Russia,Kirov,Russland
NYM,72.71667,65.48333,RU,Nadym Airport,AS,airport,medium,6,USMM,Nadym,Russia,Nadym,Russland
RAT,,,RU,Raduzhny Airport,AS,closed,null,6,USNR,Raduzhnyi,Russia,Raduzhnyi,Russland
NFG,73.05,61.13333,RU,Nefteyugansk Airport,AS,airport,medium,6,USRN,Nefteyugansk,Russia,Nefteyugansk,Russland
KRO,65.413185,55.474228,RU,Kurgan Airport,AS,airport,medium,6,USUU,Kurgan,Russia,Kurgan,Russland
LBD,69.6965,40.219887,TJ,Khudzhand Airport,AS,airport,medium,5,UTDL,Khudzhand,Tajikistan,Khudzhand,Tadschikistan
AZN,72.3,40.733334,UZ,Andizhan Airport,AS,airport,small,5,UTKA,Andizhan,Uzbekistan,Andischan,Usbekistan
FEG,71.73361,40.350277,UZ,Fergana Airport,AS,airport,small,5,UTKF,Fergana,Uzbekistan,Fergana,Usbekistan
NMA,71.6,40.983334,UZ,Namangan Airport,AS,airport,small,5,UTKN,Namangan,Uzbekistan,Namangan,Usbekistan
NCU,59.63333,42.483334,UZ,Nukus Airport,AS,airport,small,5,UTNN,Nukus,Uzbekistan,Nukus,Usbekistan
UGC,60.63303,41.584835,UZ,Urgench Airport,AS,airport,medium,5,UTNU,Urgench,Uzbekistan,Urgench,Usbekistan
KSQ,65.773056,38.8025,UZ,Karshi Khanabad Airport,AS,airport,small,5,UTSL,Khanabad,Uzbekistan,Khanabad,Usbekistan
TMJ,67.318954,37.280502,UZ,Termez Airport,AS,airport,medium,5,UTST,Termez,Uzbekistan,Termez,Usbekistan
RYB,38.86667,58.13333,RU,Staroselye Airport,EU,airport,medium,4,UUBK,Rybinsk,Russia,Rybinsk,Russland
EGO,36.65,50.63333,RU,Belgorod International Airport,EU,airport,medium,4,UUOB,Belgorod,Russia,Belgorod,Russland
URS,36.266666,51.75,RU,Kursk East Airport,EU,airport,medium,4,UUOK,Kursk,Russia,Kursk,Russland
LPK,39.53822,52.70341,RU,Lipetsk Airport,EU,airport,medium,4,UUOL,Lipetsk,Russia,Lipetsk,Russland
VKT,63.9952,67.48624,RU,Vorkuta Airport,AS,airport,medium,6,UUYW,Vorkuta,Russia,Workuta,Russland
UUA,52.816666,54.61667,RU,Bugulma Airport,EU,airport,medium,6,UWKB,Bugulma,Russia,Bugulma,Russland
JOK,47.9,56.716667,RU,Yoshkar-Ola Airport,EU,airport,medium,4,UWKJ,Yoshkar-Ola,Russia,Yoshkar-Ola,Russland
CSY,47.266666,56.13333,RU,Cheboksary Airport,EU,airport,medium,4,UWKS,Cheboksary,Russia,Tscheboksary,Russland
ULY,48.216667,54.266666,RU,Ulyanovsk East Airport,EU,airport,medium,4,UWLW,Ulyanovsk,Russia,Ulyanovsk,Russland
OSW,58.566666,51.2,RU,Orsk Airport,EU,airport,medium,6,UWOR,Orsk,Russia,Orsk,Russland
PEZ,45.02305,53.11852,RU,Penza Airport,EU,airport,medium,4,UWPP,Penza,Russia,Penza,Russland
SKX,45.2161,54.127632,RU,Saransk Airport,EU,airport,medium,4,UWPS,Saransk,Russia,Saransk,Russland
BWO,47.75,51.86667,RU,Balakovo Airport,EU,airport,medium,4,UWSB,Balakovo,Russia,Balakovo,Russland
HBX,75.08608,15.358738,IN,Hubli Airport,AS,airport,medium,5.5,VAHB,Hubli,India,Hubli,Indien
KCT,80.31974,5.993832,LK,Koggala Airport,AS,airport,medium,6,VCCK,Koggala,Sri Lanka,Koggala,Sri Lanka
WRZ,81.238335,6.251667,LK,Wirawila Airport,AS,airport,small,6,VCCW,Wirawila,Sri Lanka,Wirawila,Sri Lanka
BBM,103.2,13.116667,KH,Battambang Airport,AS,airport,medium,7,VDBG,Battambang,Cambodia,Battambang,Kambodscha
SHL,91.88333,25.566668,IN,Shillong Airport,AS,airport,medium,5.5,VEBI,Shillong,India,Shillong,Indien
GAU,91.58881,26.105982,IN,Lokpriya Gopinath Bordoloi International Airport,AS,airport,medium,5.5,VEGT,Guwahati,India,Guwahati,Indien
DMU,93.772865,25.879816,IN,Dimapur Airport,AS,airport,medium,5.5,VEMR,Dimapur,India,Dimapur,Indien
TEZ,92.79611,26.710833,IN,Tezpur Airport,AS,airport,medium,5.5,VETZ,Tezpur,India,Tezpur,Indien
BZL,90.301445,22.798943,BD,Barisal Airport,AS,airport,medium,6,VGBR,Barisal,Bangladesh,Barisal,Bangladesch
OUI,102.67083,18.936111,LA,Ban Huoeisay Airport,AS,airport,small,7,VLHS,Huay Xai,Laos,Huay Xai,Laos
KON,108.021385,14.354167,VN,Kontum Airport,AS,airport,medium,7,,Kontum,Vietnam,Kontum,Vietnam
BHR,84.4325,27.67639,NP,Bharatpur Airport,AS,airport,small,5.75,VNBP,Bharatpur,Nepal,Bharatpur,Nepal
BDP,88.083336,26.533333,NP,Chandragadhi Airport,AS,airport,small,5.75,VNCG,Chandragarhi,Nepal,Chandragarhi,Nepal
MEY,84.23139,27.57639,NP,Meghauli Airport,AS,airport,small,5.75,VNMG,Meghauli,Nepal,Meghauli,Nepal
KEP,81.576385,28.1325,NP,Nepalgunj Airport,AS,airport,medium,5.75,VNNG,Nepalgunj,Nepal,Nepalgunj,Nepal
GAN,73.15654,-0.690003,MV,Gan Island Airport,AS,airport,medium,5,VRMG,Gan Island,Maldives,Gan Island,Malediven
HAQ,73.16838,6.748433,MV,Hanimaadhoo Airport,AS,airport,medium,5,VRMH,Haa Dhaalu Atoll,Maldives,Haa Dhaalu,Malediven
KDO,73.51667,1.883333,MV,Kadhdhoo Airport,AS,airport,medium,5,VRMK,Laamu Atoll,Maldives,Laamu,Malediven
MAQ,98.54453,16.700369,TH,Mae Sot Airport,AS,airport,medium,7,VTPM,Tak,Thailand,Tak,Thailand
BMV,108.05,12.666667,VN,Buon Ma Thuot Airport,AS,airport,medium,7,VVBM,Buonmethuot,Vietnam,Buonmethuot,Vietnam
HPH,106.727325,20.823315,VN,Cat Bi International Airport,AS,airport,medium,7,VVCI,Haiphong,Vietnam,Haiphong,Vietnam
CXR,109.225,11.993611,VN,Cam Ranh Airport,AS,airport,medium,7,VVCR,Nha Trang,Vietnam,Nha Trang,Vietnam
VCS,106.63333,10.371389,VN,Co Ong Airport,AS,airport,medium,7,VVCS,Conson,Vietnam,Conson,Vietnam
VCA,105.76639,10.047222,VN,Trà Nóc Airport,AS,airport,medium,7,VVCT,Can Tho,Vietnam,Can Tho,Vietnam
DIN,103,21.383333,VN,Dien Bien Phu Airport,AS,airport,medium,7,VVDB,Dienbienphu,Vietnam,Dien Bien Phu,Vietnam
UIH,109.22639,13.766111,VN,Phu Cat Airport,AS,airport,medium,7,VVPC,Phucat,Vietnam,Phucat,Vietnam
PXU,108.00896,14.006346,VN,Pleiku Airport,AS,airport,medium,7,VVPK,Pleiku,Vietnam,Pleiku,Vietnam
VII,105.63333,18.7,VN,Vinh Airport,AS,airport,medium,7,VVVH,Vinh,Vietnam,Vinh,Vietnam
BMO,97.25166,24.27389,MM,Banmaw Airport,AS,airport,small,6.5,VYBM,Banmaw,Burma,Banmaw,Birma
TVY,98.2,14.1,MM,Dawei Airport,AS,airport,medium,6.5,VYDW,Dawei,Burma,Dawei,Birma
KAW,98.51667,10.05,MM,Kawthoung Airport,AS,airport,medium,7,VYKT,Kawthoung,Burma,Kawthoung,Birma
LIW,97.21694,19.68861,MM,Loikaw Airport,AS,airport,medium,6.5,VYLK,Loikaw,Burma,Loikaw,Birma
MNU,97.66067,16.444748,MM,Mawlamyine Airport,AS,airport,small,6.5,VYMM,Mawlamyine,Burma,Mawlamyine,Birma
BSX,94.78333,16.8,MM,Pathein Airport,AS,airport,small,6.5,VYPN,Pathein,Burma,Pathein,Birma
PKK,95.10639,21.343332,MM,Pakhokku Airport,AS,airport,small,6.5,VYPU,Pakhokku,Burma,Pakhokku,Birma
SWQ,117.41217,-8.489621,ID,Sumbawa Besar Airport,AS,airport,small,8,WADS,Sumbawa Island,Indonesia,Sumbawa Insel,Indonesien
TMC,119.18306,-9.340278,ID,Tambolaka Airport,AS,airport,small,8,WADT,Waikabubak-Sumba Island,Indonesia,Waikabubak-Insel Sumba,Indonesien
BUI,133.58333,-2,ID,Bokondini Airport,AS,airport,small,9,WAJB,Bokondini-Papua Island,Indonesia,Bokondini-Papua Insel,Indonesien
SEH,140.81667,-3.433333,ID,Senggeh Airport,AS,airport,small,9,WAJS,Senggeh-Papua Island,Indonesia,Senggeh-Papua Insel,Indonesien
TJS,117.36667,2.85,ID,Tanjung Harapan Airport,AS,airport,small,8,WALG,Tanjung Selor-Borneo Island,Indonesia,Tanjung Selor-Insel Borneo,Indonesien
DTD,116.60037,0.621316,ID,Datadawai Airport,AS,airport,small,8,WALJ,Datadawai-Borneo Island,Indonesia,Datadawai-Insel Borneo,Indonesien
BEJ,117.43349,2.155327,ID,Barau(Kalimaru) Airport,AS,airport,small,8,WALK,Tanjung Redep-Borneo Island,Indonesia,Tanjung Redep-Insel Borneo,Indonesien
TJG,103.96667,-1.4,ID,Warukin Airport,AS,airport,medium,8,WAON,Tanjung-Borneo Island,Indonesia,Tanjung-Insel Borneo,Indonesien
SMQ,112.979004,-2.502806,ID,Sampit(Hasan) Airport,AS,airport,small,7,WAOS,Sampit-Borneo Island,Indonesia,Sampit-Insel Borneo,Indonesien
LUV,132.71666,-5.666667,ID,Dumatubun Airport,AS,airport,medium,9,WAPL,Langgur-Kei Islands,Indonesia,Langgur-Kei-Inseln,Indonesien
ARD,124.59811,-8.132639,ID,Mali Airport,AS,airport,small,8,WATM,Alor Island,Indonesia,Alor,Indonesien
BLG,113.78333,2.7,MY,Belaga Airport,AS,airport,small,8,WBGC,Belaga,Malaysia,Belaga,Malaysia
LGL,114.25,4.183333,MY,Long Lellang Airport,AS,airport,small,8,WBGF,Long Datih,Malaysia,Lange Datih,Malaysia
ODN,115.066666,4.033333,MY,Long Seridan Airport,AS,airport,small,8,WBGI,Long Seridan,Malaysia,Long Seridan,Malaysia
MKM,112.07972,2.906944,MY,Mukah Airport,AS,airport,small,8,WBGK,Mukah,Malaysia,Mukah,Malaysia
BKM,115.61667,3.966667,MY,Bakalalan Airport,AS,airport,small,8,WBGQ,Bakalalan,Malaysia,Bakalalan,Malaysia
LWY,115.416664,4.916667,MY,Lawas Airport,AS,airport,small,8,WBGW,Lawas,Malaysia,Lawas,Malaysia
BBN,115.46667,3.683333,MY,Bario Airport,AS,airport,medium,8,WBGZ,Bario,Malaysia,Bario,Malaysia
TMG,118.65,5.4,MY,Tomanggong Airport,AS,airport,small,8,WBKM,Tomanggong,Malaysia,Tomanggong,Malaysia
KUD,116.83417,6.925,MY,Kudat Airport,AS,airport,small,8,WBKT,Kudat,Malaysia,Kudat,Malaysia
TKG,105.1758,-5.242783,ID,Radin Inten II (Branti) Airport,AS,airport,medium,7,WICT,Bandar Lampung-Sumatra Island,Indonesia,Bandar Lampung-Insel Sumatra,Indonesien
HLP,106.89028,-6.268056,ID,Halim Perdanakusuma International Airport,AS,airport,medium,7,WIHH,Jakarta,Indonesia,Jakarta,Indonesien
NTX,108.38333,3.95,ID,Ranai Airport,AS,airport,medium,7,WION,Ranai-Natuna Besar Island,Indonesia,Ranai-Natuna Besar Insel,Indonesien
PSU,112.933334,0.833333,ID,Pangsuma Airport,AS,airport,medium,7,WIOP,Putussibau-Borneo Island,Indonesia,Putussibau-Insel Borneo,Indonesien
SQG,111.583336,0.083333,ID,Susilo Airport,AS,airport,medium,7,WIOS,Sintang-Borneo Island,Indonesia,Sintang-Insel Borneo,Indonesien
PDO,103.86667,-3.283333,ID,Pendopo Airport,AS,airport,medium,7,WIPQ,Talang Gudang-Sumatra Island,Indonesia,Talang Gudang-Insel Sumatra,Indonesien
LSW,97.166664,5.166667,ID,Malikus Saleh Airport,AS,airport,small,7,WITM,Lhok Seumawe-Sumatra Island,Indonesia,Lhok Seumawe-Insel Sumatra,Indonesien
PKG,100.55355,4.244177,MY,Pulau Pangkor Airport,AS,airport,small,8,WMPA,Pangkor Island,Malaysia,Pangkor Island,Malaysia
KBU,116.16528,-3.293738,ID,Stagen Airport,AS,airport,small,8,WRBK,Laut Island,Indonesia,Laut,Indonesien
LBW,115.166664,0.583333,ID,Long Bawan Airport,AS,airport,small,8,WRLB,Long Bawan-Borneo Island,Indonesia,Lange Bawan-Insel Borneo,Indonesien
NNX,117.65,4.15,ID,Nunukan Airport,AS,airport,small,8,WRLF,Nunukan-Nunukan Island,Indonesia,Nunukan-Nunukan Insel,Indonesien
LPU,114.969986,1.707091,ID,Long Apung Airport,AS,airport,small,8,WRLP,Long Apung-Borneo Island,Indonesia,Lange Apung-Insel Borneo,Indonesien
ALH,117.804,-34.944996,AU,Albany Airport,OC,airport,medium,8,YABA,Albany,Australia,Albany,Australien
GYL,128.66667,-16.333332,AU,Argyle Airport,OC,airport,small,8,YARG,Argyle,Australia,Argyle,Australien
AUU,142.25,-13.166667,AU,Aurukun Airport,OC,airport,small,10,YAUR,Aurukun,Australia,Aurukun,Australien
BCI,145.30194,-23.559168,AU,Barcaldine Airport,OC,airport,medium,10,YBAR,Barcaldine,Australia,Barcaldine,Australien
BDD,142.17166,-10.148655,AU,Badu Island Airport,OC,airport,small,9,YBAU,Badu Island,Australia,Badu Island,Australien
BVI,139.34334,-25.898333,AU,Birdsville Airport,OC,airport,medium,10,YBDV,Birdsville,Australia,Birdsville,Australien
BHQ,141.46857,-31.998983,AU,Broken Hill Airport,OC,airport,medium,9.5,YBHI,Broken Hill,Australia,Broken Hill,Australien
HTI,148.94847,-20.35175,AU,Hamilton Island Airport,OC,airport,medium,10,YBHM,Hamilton Island,Australia,Hamilton Island,Australien
BEU,139.445,-24.23,AU,Bedourie Airport,OC,airport,medium,10,YBIE,Bedourie,Australia,Bedourie,Australien
BRK,145.93333,-30.083332,AU,Bourke Airport,OC,airport,medium,10,YBKE,Bourke,Australia,Bourke,Australien
BUC,139.53334,-17.75,AU,Burketown Airport,OC,airport,small,10,YBKT,Burketown,Australia,Burketown,Australien
GIC,142.21666,-9.233333,AU,Boigu Airport,OC,airport,small,10,YBOI,Boigu,Australia,Boigu,Australien
OKY,151.735,-27.406668,AU,Oakey Airport,OC,airport,medium,10,YBOK,Oakey,Australia,Oakey,Australien
BQL,139.9,-22.9,AU,Boulia Airport,OC,airport,medium,10,YBOU,Boulia,Australia,Boulia,Australien
BHS,149.65518,-33.41387,AU,Bathurst Airport,OC,airport,medium,10,YBTH,Bathurst,Australia,Bathurst,Australien
BLT,148.8084,-23.602184,AU,Blackwater Airport,OC,airport,medium,10,YBTR,Blackwater,Australia,Blackwater,Australien
CVQ,113.66358,-24.883429,AU,Carnarvon Airport,OC,airport,medium,8,YCAR,Carnarvon,Australia,Carnarvon,Australien
CAZ,145.79659,-31.536797,AU,Cobar Airport,OC,airport,medium,10,YCBA,Cobar,Australia,Cobar,Australien
CPD,134.75278,-29.044443,AU,Coober Pedy Airport,OC,airport,medium,9.5,YCBP,Coober Pedy,Australia,Coober Pedy,Australien
CNC,143.06659,-10.050179,AU,Coconut Island Airport,OC,airport,small,10,YCCT,Coconut Island,Australia,Coconut Island,Australien
CNJ,140.50851,-20.668905,AU,Cloncurry Airport,OC,airport,medium,10,YCCY,Cloncurry,Australia,Cloncurry,Australien
CED,133.70122,-32.12378,AU,Ceduna Airport,OC,airport,medium,9.5,YCDU,Ceduna,Australia,Ceduna,Australien
CTN,145.18333,-15.443333,AU,Cooktown Airport,OC,airport,medium,10,YCKN,Cooktown,Australia,Cooktown,Australien
CMA,145.6161,-28.03139,AU,Cunnamulla Airport,OC,airport,medium,10,YCMU,Cunnamulla,Australia,Cunnamulla,Australien
